ticket,open_time,close_time,symbol,magic,type,lots,open_price,close_price,profit,swap,commission,comment
1268267749,2026.09.09 08:00:01,2026.09.09 09:48:06,EURUSDm,2,1,0.03,1.16422,1.16293,3.87,0.00,0.00,sell
1268319875,2026.09.09 10:00:01,2026.09.10 14:34:11,EURUSDm,1,0,0.01,1.16242,1.16249,0.07,0.00,0.00,buy
1268377157,2026.09.09 12:00:00,2026.09.10 14:34:11,EURUSDm,2,1,0.01,1.16451,1.16257,1.94,0.00,0.00,sell
1268380991,2026.09.09 12:05:04,2026.09.10 12:33:23,EURUSDm,5888,1,0.01,1.16511,1.16060,4.51,0.00,0.00,RSI V.1
1268384941,2026.09.09 12:11:03,2026.09.09 15:07:07,EURUSDm,9244,1,0.03,1.16534,1.16299,7.05,0.00,0.00,Clevr FX
1268537835,2026.09.09 15:07:07,2026.09.10 11:57:12,EURUSDm,9244,1,0.01,1.16288,1.16183,1.05,0.00,0.00,Clevr FX
1269224664,2026.09.10 11:54:32,2026.09.11 06:02:41,AUDCADm,990,0,0.10,0.99382,0.99238,-10.41,0.00,0.00,
1269260336,2026.09.10 12:30:40,2026.09.11 06:02:40,AUDCADm,990,0,0.20,0.99130,0.99238,15.60,0.00,0.00,
1269284683,2026.09.10 12:45:00,2026.09.10 13:44:05,EURUSDm,5888,0,0.01,1.16013,1.16164,1.51,0.00,0.00,RSI V.1
1269302372,2026.09.10 13:00:00,2026.09.10 14:34:11,EURUSDm,1,0,0.03,1.16049,1.16249,6.00,0.00,0.00,buy
1269350417,2026.09.10 13:44:06,2026.09.11 13:58:55,EURUSDm,5888,0,0.01,1.16169,1.16111,-0.58,0.00,0.00,RSI V.1
1269417944,2026.09.10 15:00:00,2026.09.10 17:01:50,EURUSDm,9244,1,0.01,1.16288,1.16184,1.04,0.00,0.00,Clevr FX
1269417945,2026.09.10 15:00:00,2026.09.11 13:03:50,EURUSDm,2,1,0.01,1.16288,1.16093,1.95,0.00,0.00,sell
1269491119,2026.09.10 17:01:50,2026.09.10 20:21:18,EURUSDm,9244,1,0.01,1.16176,1.16073,1.03,0.00,0.00,Clevr FX
1269553248,2026.09.10 19:00:01,2026.09.11 13:03:50,EURUSDm,1,0,0.01,1.16139,1.16085,-0.54,0.00,0.00,buy
1269803610,2026.09.11 04:00:02,2026.09.11 13:03:50,EURUSDm,1,0,0.03,1.16022,1.16085,1.89,0.00,0.00,buy
1270062300,2026.09.11 12:00:00,2026.09.11 13:03:50,EURUSDm,1,0,0.03,1.15922,1.16085,4.89,0.00,0.00,buy
1270082950,2026.09.11 12:30:03,2026.09.11 13:58:55,EURUSDm,5888,0,0.01,1.15749,1.16111,3.62,0.00,0.00,RSI V.1
1270214215,2026.09.11 14:15:01,2026.09.11 18:21:28,EURUSDm,5888,1,0.01,1.16107,1.15957,1.50,0.00,0.00,RSI V.1
