window,seed,shift_weeks,classification,causal_state_qualified,donor_availability_semantics,target_index,target_weekday,target_weekday_index,target_valid_from_utc,target_valid_to_utc,target_native_datetime,target_native_state,target_representation,target_transition_server_date,unknown_selected_until_resume,resume_native_datetime,donor_index,donor_weekday,donor_weekday_index,donor_valid_from_utc,donor_valid_to_utc,donor_macro_state,donor_macro_as_of_utc,donor_macro_source_date,donor_macro_ri,donor_macro_confidence,donor_macro_coverage,donor_macro_missing_inputs,donor_macro_partial,donor_macro_flags,wrapped_at_weekday_stratum_seam,displacement_days,displacement_weeks,weekday_mismatch,cross_window,holdout_contact
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,0,6,0,2023-01-01T00:00:00Z,2023-01-02T00:00:00Z,2023.01.01 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,56,6,8,2023-02-26T00:00:00Z,2023-02-27T00:00:00Z,RISK_OFF,2023-02-26T00:00:00Z,2023-02-25,-0.615,HIGH,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,1,0,0,2023-01-02T00:00:00Z,2023-01-03T00:00:00Z,2023.01.02 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,57,0,8,2023-02-27T00:00:00Z,2023-02-28T00:00:00Z,RISK_OFF,2023-02-27T00:00:00Z,2023-02-26,-0.615,HIGH,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,2,1,0,2023-01-03T00:00:00Z,2023-01-04T00:00:00Z,2023.01.03 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,58,1,8,2023-02-28T00:00:00Z,2023-03-01T00:00:00Z,RISK_OFF,2023-02-28T00:00:00Z,2023-02-27,-0.308,MED,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,3,2,0,2023-01-04T00:00:00Z,2023-01-05T00:00:00Z,2023.01.04 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,59,2,8,2023-03-01T00:00:00Z,2023-03-02T00:00:00Z,RISK_OFF,2023-03-01T00:00:00Z,2023-02-28,-0.615,HIGH,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,4,3,0,2023-01-05T00:00:00Z,2023-01-06T00:00:00Z,2023.01.05 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,60,3,8,2023-03-02T00:00:00Z,2023-03-03T00:00:00Z,RISK_OFF,2023-03-02T00:00:00Z,2023-03-01,-0.269,MED,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,5,4,0,2023-01-06T00:00:00Z,2023-01-07T00:00:00Z,2023.01.06 02:00,NEUTRAL,STABLE_MAPPED_ROW,,False,,61,4,8,2023-03-03T00:00:00Z,2023-03-04T00:00:00Z,NEUTRAL,2023-03-03T00:00:00Z,2023-03-02,0,HIGH,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,6,5,0,2023-01-07T00:00:00Z,2023-01-08T00:00:00Z,2023.01.07 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,62,5,8,2023-03-04T00:00:00Z,2023-03-05T00:00:00Z,RISK_OFF,2023-03-04T00:00:00Z,2023-03-03,-0.269,MED,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,7,6,1,2023-01-08T00:00:00Z,2023-01-09T00:00:00Z,2023.01.08 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,63,6,9,2023-03-05T00:00:00Z,2023-03-06T00:00:00Z,RISK_OFF,2023-03-05T00:00:00Z,2023-03-04,-0.269,MED,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,8,0,1,2023-01-09T00:00:00Z,2023-01-10T00:00:00Z,2023.01.09 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,64,0,9,2023-03-06T00:00:00Z,2023-03-07T00:00:00Z,RISK_OFF,2023-03-06T00:00:00Z,2023-03-05,-0.269,MED,8/8,,false,,False,56,8,0,0,0
MAIN,2026092503,-8,SYNTHETIC_PLACEBO_ONLY,False,PROVENANCE_ONLY_NOT_CAUSAL_TRUTH,9,1,1,2023-01-10T00:00:00Z,2023-01-11T00:00:00Z,2023.01.10 02:00,RISK_OFF,STABLE_MAPPED_ROW,,False,,65,1,9,2023-03-07T00:00:00Z,2023-03-08T00:00:00Z,RISK_OFF,2023-03-07T00:00:00Z,2023-03-06,-0.269,MED,8/8,,false,,False,56,8,0,0,0
